Bin,Order,bino,Pfam,Description,IPR,Function,GO,gene,pi,coverage,length_with_coverage,mean,std,Z-score
bin_55,Rhodothermales,bin.55_03033,PF03447,"Homoserine dehydrogenase, NAD binding domain",IPR005106,"Aspartate/homoserine dehydrogenase, NAD-binding",GO:0016491|GO:0050661,NODE_250897_length_2530_cov_50.204040_2,0.010661938,19.76849894,946,0.007416446,0.005885294,0.551457848
bin_114,Thiohalorhabdales,bin.114_01694,PF00543,Nitrogen regulatory protein P-II,IPR002187,Nitrogen regulatory protein PII,GO:0006808|GO:0030234,NODE_257443_length_2492_cov_7.159212_2,0.010610454,20.96755162,339,0.007416446,0.005885294,0.542709942
bin_152,Kiloniellales,bin.152_02038,PF00549,CoA-ligase,IPR005811,ATP-citrate lyase/succinyl-CoA ligase,GO:0003824,NODE_516594_length_1644_cov_65.341095_2,0.010557964,45.4086758,876,0.007416446,0.005885294,0.533791102
bin_152,Kiloniellales,bin.152_02038,PF02629,CoA binding domain,IPR003781,CoA-binding,-,NODE_516594_length_1644_cov_65.341095_2,0.010557964,45.4086758,876,0.007416446,0.005885294,0.533791102
bin_55,Rhodothermales,bin.55_04839,PF04055,Radical SAM superfamily,IPR007197,Radical SAM,GO:0003824|GO:0051536,NODE_600829_length_1502_cov_17.163096_1,0.010525112,38.98538012,1026,0.007416446,0.005885294,0.528209053
bin_55,Rhodothermales,bin.55_04839,PF06463,Molybdenum Cofactor Synthesis C,IPR010505,Molybdenum cofactor synthesis C-terminal,GO:0006777|GO:0019008|GO:0051539,NODE_600829_length_1502_cov_17.163096_1,0.010525112,38.98538012,1026,0.007416446,0.005885294,0.528209053
bin_55,Rhodothermales,bin.55_04839,PF13353,4Fe-4S single cluster domain,-,-,,NODE_600829_length_1502_cov_17.163096_1,0.010525112,38.98538012,1026,0.007416446,0.005885294,0.528209053
bin_55,Rhodothermales,bin.55_01657,PF01053,Cys/Met metabolism PLP-dependent enzyme,IPR000277,"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme",GO:0019346|GO:0030170,NODE_97669_length_4431_cov_28.658364_5,0.010471726,30.77749361,1173,0.007416446,0.005885294,0.519137969
bin_55,Rhodothermales,bin.55_03551,PF00291,Pyridoxal-phosphate dependent enzyme,IPR001926,Pyridoxal-phosphate dependent enzyme,-,NODE_327726_length_2159_cov_34.953422_3,0.010346919,54.24081115,789,0.007416446,0.005885294,0.497931383
bin_55,Rhodothermales,bin.55_01403,PF02361,Cobalt transport protein,IPR003339,"ABC/ECF transporter, transmembrane component",-,NODE_77797_length_5073_cov_18.305102_5,0.010342661,47.45827985,779,0.007416446,0.005885294,0.497207884
bin_55,Rhodothermales,bin.55_01962,PF00512,His Kinase A (phospho-acceptor) domain,IPR003661,"Signal transduction histidine kinase, dimerisation/phosphoacceptor domain",GO:0000155|GO:0007165,NODE_127030_length_3794_cov_24.868949_2,0.010307351,32.4830303,1650,0.007416446,0.005885294,0.491208184
bin_55,Rhodothermales,bin.55_01962,PF02518,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",IPR003594,Histidine kinase/HSP90-like ATPase,-,NODE_127030_length_3794_cov_24.868949_2,0.010307351,32.4830303,1650,0.007416446,0.005885294,0.491208184
bin_55,Rhodothermales,bin.55_01962,PF08448,PAS fold,IPR013656,PAS fold-4,-,NODE_127030_length_3794_cov_24.868949_2,0.010307351,32.4830303,1650,0.007416446,0.005885294,0.491208184
bin_55,Rhodothermales,bin.55_01962,PF16927,N-terminal 7TM region of histidine kinase,IPR031621,"Histidine kinase, N-terminal 7TM region",-,NODE_127030_length_3794_cov_24.868949_2,0.010307351,32.4830303,1650,0.007416446,0.005885294,0.491208184
bin_41,Halobacteriales,bin.41_00928,PF00857,Isochorismatase family,IPR000868,Isochorismatase-like,-,NODE_47430_length_6838_cov_18.375645_4,0.010092471,40.85340314,573,0.007416446,0.005885294,0.454696841
bin_43,SW-10-69-26,bin.43_02661,PF00582,Universal stress protein family,IPR006016,UspA,-,NODE_314_length_1348_cov_3.736428_2,0.010058363,26.54195011,441,0.007416446,0.005885294,0.448901379
bin_14,Halobacteriales,bin.14_00742,PF00296,Luciferase-like monooxygenase,IPR011251,Luciferase-like domain,GO:0016705,NODE_20689_length_11689_cov_15.560684_4,0.010026768,49.84734513,1356,0.007416446,0.005885294,0.443532913
bin_85,Halobacteriales,bin.85_01013,PF01956,Integral membrane protein EMC3/TMCO1-like,IPR002809,Integral membrane protein EMC3/TMCO1-like,GO:0016020,NODE_120567_length_3913_cov_242.692328_4,0.009974973,345.2726269,906,0.007416446,0.005885294,0.434732164
bin_191,Gammaproteobacteria,bin.191_02238,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,IPR004360,Glyoxalase/fosfomycin resistance/dioxygenase domain,-,NODE_136244_length_3641_cov_8.540714_2,0.009949482,65.02040816,441,0.007416446,0.005885294,0.43040086
bin_55,Rhodothermales,bin.55_02285,PF01728,FtsJ-like methyltransferase,IPR002877,Ribosomal RNA methyltransferase FtsJ domain,GO:0008168|GO:0032259,NODE_159878_length_3308_cov_38.893944_2,0.009612603,40.34776903,762,0.007416446,0.005885294,0.373160052
bin_55,Rhodothermales,bin.55_02285,PF01938,TRAM domain,IPR002792,TRAM domain,-,NODE_159878_length_3308_cov_38.893944_2,0.009612603,40.34776903,762,0.007416446,0.005885294,0.373160052
bin_55,Rhodothermales,bin.55_00749,PF00011,Hsp20/alpha crystallin family,IPR002068,Alpha crystallin/Hsp20 domain,-,NODE_36009_length_8133_cov_14.875217_6,0.009569081,63.2311828,372,0.007416446,0.005885294,0.36576501
bin_43,SW-10-69-26,bin.43_01691,PF00141,Peroxidase,IPR002016,Haem peroxidase,GO:0004601|GO:0006979|GO:0020037,NODE_109_length_9112_cov_4.143331_4,0.009562426,35.89390414,2149,0.007416446,0.005885294,0.364634225
bin_43,SW-10-69-26,bin.43_01691,PF00141,Peroxidase,IPR002016,Haem peroxidase,GO:0004601|GO:0006979|GO:0020037,NODE_109_length_9112_cov_4.143331_4,0.009562426,35.89390414,2149,0.007416446,0.005885294,0.364634225
bin_43,SW-10-69-26,bin.43_02784,PF01042,Endoribonuclease L-PSP,IPR006175,YjgF/YER057c/UK114 family,-,NODE_442_length_690_cov_1.985318_1,0.009486532,13.53412463,337,0.007416446,0.005885294,0.351738693
bin_43,SW-10-69-26,bin.43_02784,PF01042,Endoribonuclease L-PSP,IPR006175,YjgF/YER057c/UK114 family,-,NODE_442_length_690_cov_1.985318_1,0.009486532,13.53412463,337,0.007416446,0.005885294,0.351738693
bin_43,SW-10-69-26,bin.43_02784,PF01042,Endoribonuclease L-PSP,IPR006175,YjgF/YER057c/UK114 family,-,NODE_442_length_690_cov_1.985318_1,0.009486532,13.53412463,337,0.007416446,0.005885294,0.351738693
bin_43,SW-10-69-26,bin.43_02784,PF01042,Endoribonuclease L-PSP,IPR006175,YjgF/YER057c/UK114 family,-,NODE_442_length_690_cov_1.985318_1,0.009486532,13.53412463,337,0.007416446,0.005885294,0.351738693
bin_146,Halobacteriales,bin.146_02432,PF01966,HD domain,IPR006674,HD domain,-,NODE_67527_length_5518_cov_40.668863_3,0.009416039,56.15241636,807,0.007416446,0.005885294,0.339760872
bin_178,Halobacteriales,bin.178_00124,PF04123,Domain of unknown function (DUF373),IPR007254,Protein of unknown function DUF373,-,NODE_9297_length_19553_cov_169.188635_2,0.009406333,235.0314961,1143,0.007416446,0.005885294,0.338111677
bin_86,Halobacteriales,bin.86_00490,PF00081,"Iron/manganese superoxide dismutases, alpha-hairpin domain",IPR019831,"Manganese/iron superoxide dismutase, N-terminal",GO:0004784|GO:0006801|GO:0046872,NODE_5728_length_26480_cov_33.154324_6,0.009180659,42.3826087,690,0.007416446,0.005885294,0.299766271
bin_86,Halobacteriales,bin.86_00490,PF02777,"Iron/manganese superoxide dismutases, C-terminal domain",IPR019832,"Manganese/iron superoxide dismutase, C-terminal",GO:0004784|GO:0006801|GO:0046872,NODE_5728_length_26480_cov_33.154324_6,0.009180659,42.3826087,690,0.007416446,0.005885294,0.299766271
bin_146,Halobacteriales,bin.146_01794,PF13416,Bacterial extracellular solute-binding protein,IPR006059,Bacterial extracellular solute-binding protein,-,NODE_14459_length_14785_cov_30.757434_11,0.009150986,51.91433418,1179,0.007416446,0.005885294,0.294724382
bin_201,Halobacteriales,bin.201_00441,PF00583,Acetyltransferase (GNAT) family,IPR000182,GNAT domain,GO:0008080,NODE_29202_length_9321_cov_66.229981_1,0.009047905,135.2736626,486,0.007416446,0.005885294,0.27720937
bin_55,Rhodothermales,bin.55_01352,PF01882,Protein of unknown function DUF58,IPR002881,Domain of unknown function DUF58,-,NODE_75176_length_5176_cov_34.081625_2,0.009011312,68.29181084,867,0.007416446,0.005885294,0.270991669
bin_41,Halobacteriales,bin.41_00524,PF02566,OsmC-like protein,IPR003718,OsmC/Ohr family,-,NODE_17950_length_12842_cov_14.860092_6,0.008947143,34.14628297,417,0.007416446,0.005885294,0.260088391
bin_102,Caulobacterales,bin.102_01898,PF00291,Pyridoxal-phosphate dependent enzyme,IPR001926,Pyridoxal-phosphate dependent enzyme,-,NODE_10520_length_18106_cov_96.859509_15,0.008867485,101.4839506,1215,0.007416446,0.005885294,0.246553299
bin_55,Rhodothermales,bin.55_00856,PF01699,Sodium/calcium exchanger protein,IPR004837,Sodium/calcium exchanger membrane region,GO:0016021|GO:0055085,NODE_40730_length_7528_cov_15.565770_2,0.008571234,28.39347079,1164,0.007416446,0.005885294,0.196215799
bin_55,Rhodothermales,bin.55_00856,PF01699,Sodium/calcium exchanger protein,IPR004837,Sodium/calcium exchanger membrane region,GO:0016021|GO:0055085,NODE_40730_length_7528_cov_15.565770_2,0.008571234,28.39347079,1164,0.007416446,0.005885294,0.196215799
bin_146,Halobacteriales,bin.146_01796,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_14459_length_14785_cov_30.757434_13,0.008209178,67.80885781,858,0.007416446,0.005885294,0.13469704
bin_178,Halobacteriales,bin.178_00480,PF02535,ZIP Zinc transporter,IPR003689,Zinc/iron permease,GO:0016020|GO:0030001|GO:0046873|GO:0055085,NODE_17923_length_12855_cov_170.372031_8,0.008122856,285.0820896,804,0.007416446,0.005885294,0.120029634
bin_178,Halobacteriales,bin.178_01108,PF00977,Histidine biosynthesis protein,IPR006062,Histidine biosynthesis protein,GO:0000105,NODE_73882_length_5229_cov_197.535562_2,0.00807078,266.0560109,732,0.007416446,0.005885294,0.111181139
bin_55,Rhodothermales,bin.55_04812,PF01061,ABC-2 type transporter,IPR013525,ABC-2 type transporter,GO:0016020,NODE_592146_length_1515_cov_23.308219_1,0.008065327,66.64861111,720,0.007416446,0.005885294,0.110254592
bin_151,Rhodothermales,bin.151_00337,PF01175,Urocanase Rossmann-like domain,IPR035085,"Urocanase, Rossmann-like domain",-,NODE_2773_length_40909_cov_21.281906_30,0.008052395,38.01975309,1620,0.007416446,0.005885294,0.108057251
bin_151,Rhodothermales,bin.151_00337,PF17391,Urocanase N-terminal domain,IPR035400,"Urocanase, N-terminal domain",-,NODE_2773_length_40909_cov_21.281906_30,0.008052395,38.01975309,1620,0.007416446,0.005885294,0.108057251
bin_151,Rhodothermales,bin.151_00337,PF17392,Urocanase C-terminal domain,IPR035401,"Urocanase, C-terminal domain",-,NODE_2773_length_40909_cov_21.281906_30,0.008052395,38.01975309,1620,0.007416446,0.005885294,0.108057251
bin_212,T1Sed10-126,bin.212_00399,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_58887_length_5988_cov_5.784932_5,0.007957541,19.85036496,1096,0.007416446,0.005885294,0.09194013
bin_212,T1Sed10-126,bin.212_00399,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_58887_length_5988_cov_5.784932_5,0.007957541,19.85036496,1096,0.007416446,0.005885294,0.09194013
bin_212,T1Sed10-126,bin.212_00399,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_58887_length_5988_cov_5.784932_5,0.007957541,19.85036496,1096,0.007416446,0.005885294,0.09194013
bin_233,Rhodothermales,bin.233_01374,PF07681,DoxX,IPR032808,DoxX family,-,NODE_87593_length_4724_cov_19.998072_3,0.007915004,29.81081081,444,0.007416446,0.005885294,0.084712454
bin_156,Halobacteriales,bin.156_01504,PF00857,Isochorismatase family,IPR000868,Isochorismatase-like,-,NODE_32414_length_8715_cov_18.772979_9,0.007886051,31.11055276,597,0.007416446,0.005885294,0.079792904
bin_87,Kiloniellales,bin.87_01465,PF01325,"Iron dependent repressor, N-terminal DNA binding domain",IPR022687,DTXR-type HTH domain,GO:0003677,NODE_68068_length_5493_cov_10.764435_5,0.007618351,16.68343816,477,0.007416446,0.005885294,0.034306648
bin_87,Kiloniellales,bin.87_01465,PF02742,"Iron dependent repressor, metal binding and dimerisation domain",IPR001367,"Iron dependent repressor, metal binding and dimerisation domain",GO:0046914|GO:0046983,NODE_68068_length_5493_cov_10.764435_5,0.007618351,16.68343816,477,0.007416446,0.005885294,0.034306648
bin_55,Rhodothermales,bin.55_01096,PF09079,"CDC6, C terminal winged helix domain",IPR015163,"Cdc6, C-terminal",-,NODE_56203_length_6166_cov_18.687940_5,0.007563779,47.41117389,1593,0.007416446,0.005885294,0.025034045
bin_55,Rhodothermales,bin.55_01096,PF13191,AAA ATPase domain,IPR041664,"Orc1-like, AAA ATPase domain",-,NODE_56203_length_6166_cov_18.687940_5,0.007563779,47.41117389,1593,0.007416446,0.005885294,0.025034045
bin_178,Halobacteriales,bin.178_00564,PF09079,"CDC6, C terminal winged helix domain",IPR015163,"Cdc6, C-terminal",-,NODE_22701_length_10993_cov_214.384440_8,0.007545113,348.2077841,1593,0.007416446,0.005885294,0.021862411
bin_178,Halobacteriales,bin.178_00564,PF13191,AAA ATPase domain,IPR041664,"Orc1-like, AAA ATPase domain",-,NODE_22701_length_10993_cov_214.384440_8,0.007545113,348.2077841,1593,0.007416446,0.005885294,0.021862411
bin_55,Rhodothermales,bin.55_00861,PF04123,Domain of unknown function (DUF373),IPR007254,Protein of unknown function DUF373,-,NODE_40730_length_7528_cov_15.565770_7,0.00746237,50.84514436,1143,0.007416446,0.005885294,0.007803131
bin_55,Rhodothermales,bin.55_00861,PF04123,Domain of unknown function (DUF373),IPR007254,Protein of unknown function DUF373,-,NODE_40730_length_7528_cov_15.565770_7,0.00746237,50.84514436,1143,0.007416446,0.005885294,0.007803131
bin_55,Rhodothermales,bin.55_00861,PF04123,Domain of unknown function (DUF373),IPR007254,Protein of unknown function DUF373,-,NODE_40730_length_7528_cov_15.565770_7,0.00746237,50.84514436,1143,0.007416446,0.005885294,0.007803131
bin_55,Rhodothermales,bin.55_00861,PF04123,Domain of unknown function (DUF373),IPR007254,Protein of unknown function DUF373,-,NODE_40730_length_7528_cov_15.565770_7,0.00746237,50.84514436,1143,0.007416446,0.005885294,0.007803131
bin_55,Rhodothermales,bin.55_03770,PF01966,HD domain,IPR006674,HD domain,-,NODE_357880_length_2049_cov_26.843531_2,0.007260727,59.63816605,807,0.007416446,0.005885294,-0.026459047
bin_182,Nanosalinales,bin.182_00470,PF01022,"Bacterial regulatory protein, arsR family",IPR001845,HTH ArsR-type DNA-binding domain,GO:0003700|GO:0006355,NODE_12068_length_16609_cov_17.344328_9,0.007000902,43.96598639,294,0.007416446,0.005885294,-0.070607222
bin_87,Kiloniellales,bin.87_01992,PF06808,"Tripartite ATP-independent periplasmic transporter, DctM component",IPR010656,TRAP C4-dicarboxylate transport system permease DctM subunit,-,NODE_107240_length_4194_cov_6.851413_2,0.006978832,26.58027523,1308,0.007416446,0.005885294,-0.074357247
bin_16,Rhodothermales,bin.16_02132,PF07690,Major Facilitator Superfamily,IPR011701,Major facilitator superfamily,GO:0022857|GO:0055085,NODE_289344_length_2325_cov_14.218502_1,0.006961427,48.76703297,1365,0.007416446,0.005885294,-0.077314618
bin_96,Gammaproteobacteria,bin.96_01806,PF03767,"HAD superfamily, subfamily IIIB (Acid phosphatase)",IPR005519,"Acid phosphatase, class B-like",-,NODE_171923_length_3168_cov_24.250241_3,0.006928412,42.34149485,776,0.007416446,0.005885294,-0.082924363
bin_178,Halobacteriales,bin.178_01008,PF07366,SnoaL-like polyketide cyclase,IPR009959,Polyketide cyclase SnoaL-like,GO:0030638,NODE_58106_length_6035_cov_169.241806_1,0.006790529,278.0430839,441,0.007416446,0.005885294,-0.106352758
bin_55,Rhodothermales,bin.55_03023,PF00557,Metallopeptidase family M24,IPR000994,Peptidase M24,-,NODE_248700_length_2543_cov_46.188505_2,0.006759087,49.22608025,1296,0.007416446,0.005885294,-0.111695227
bin_41,Halobacteriales,bin.41_01654,PF00736,EF-1 guanine nucleotide exchange domain,IPR014038,"Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain",GO:0003746|GO:0006414,NODE_122376_length_3878_cov_13.407010_6,0.00664075,32.46441948,267,0.007416446,0.005885294,-0.131802463
bin_55,Rhodothermales,bin.55_01658,PF00736,EF-1 guanine nucleotide exchange domain,IPR014038,"Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain",GO:0003746|GO:0006414,NODE_97669_length_4431_cov_28.658364_6,0.006605009,28.66666667,267,0.007416446,0.005885294,-0.137875396
bin_55,Rhodothermales,bin.55_00504,PF00107,Zinc-binding dehydrogenase,IPR013149,"Alcohol dehydrogenase, C-terminal",-,NODE_21330_length_11461_cov_19.533842_2,0.006441554,43.84355556,1125,0.007416446,0.005885294,-0.165648858
bin_55,Rhodothermales,bin.55_00504,PF08240,Alcohol dehydrogenase GroES-like domain,IPR013154,"Alcohol dehydrogenase, N-terminal",-,NODE_21330_length_11461_cov_19.533842_2,0.006441554,43.84355556,1125,0.007416446,0.005885294,-0.165648858
bin_87,Kiloniellales,bin.87_02428,PF01654,Cytochrome bd terminal oxidase subunit I,IPR002585,Cytochrome ubiquinol oxidase subunit 1,GO:0009055|GO:0019646|GO:0070069,NODE_186954_length_3016_cov_9.618372_2,0.006438987,29.14225053,1413,0.007416446,0.005885294,-0.16608503
bin_81,Halobacteriales,bin.81_00501,PF01022,"Bacterial regulatory protein, arsR family",IPR001845,HTH ArsR-type DNA-binding domain,GO:0003700|GO:0006355,NODE_8361_length_20991_cov_19.600783_5,0.006422946,46.27368421,285,0.007416446,0.005885294,-0.168810637
bin_41,Halobacteriales,bin.41_01770,PF02361,Cobalt transport protein,IPR003339,"ABC/ECF transporter, transmembrane component",-,NODE_163601_length_3264_cov_20.855407_2,0.006400875,61.53639847,783,0.007416446,0.005885294,-0.172560832
bin_144,Kiloniellales,bin.144_01172,PF13247,4Fe-4S dicluster domain,IPR017896,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",-,NODE_68_length_11383_cov_5.327879_8,0.006374309,25.97729423,1057,0.007416446,0.005885294,-0.177074795
bin_144,Kiloniellales,bin.144_01172,PF14711,Respiratory nitrate reductase beta C-terminal,IPR029263,"Respiratory nitrate reductase beta, C-terminal",-,NODE_68_length_11383_cov_5.327879_8,0.006374309,25.97729423,1057,0.007416446,0.005885294,-0.177074795
bin_123,Pseudomonadales,bin.123_03039,PF01061,ABC-2 type transporter,IPR013525,ABC-2 type transporter,GO:0016020,NODE_21446_length_11425_cov_1029.728496_8,0.0062112,1956.542216,758,0.007416446,0.005885294,-0.204789467
bin_87,Kiloniellales,bin.87_02574,PF00202,Aminotransferase class-III,IPR005814,Aminotransferase class-III,GO:0008483|GO:0030170,NODE_246830_length_2554_cov_8.906763_2,0.006119049,32.57779579,1234,0.007416446,0.005885294,-0.220447308
bin_55,Rhodothermales,bin.55_04800,PF00005,ABC transporter,IPR003439,ABC transporter-like,GO:0005524,NODE_588967_length_1520_cov_33.599317_2,0.006098176,35.29223181,811,0.007416446,0.005885294,-0.223993944
bin_55,Rhodothermales,bin.55_01770,PF00462,Glutaredoxin,IPR002109,Glutaredoxin,GO:0097573,NODE_109907_length_4133_cov_16.248651_4,0.00606508,29.68376068,351,0.007416446,0.005885294,-0.229617452
bin_55,Rhodothermales,bin.55_01770,PF00462,Glutaredoxin,IPR002109,Glutaredoxin,GO:0097573,NODE_109907_length_4133_cov_16.248651_4,0.00606508,29.68376068,351,0.007416446,0.005885294,-0.229617452
bin_55,Rhodothermales,bin.55_01770,PF00462,Glutaredoxin,IPR002109,Glutaredoxin,GO:0097573,NODE_109907_length_4133_cov_16.248651_4,0.00606508,29.68376068,351,0.007416446,0.005885294,-0.229617452
bin_55,Rhodothermales,bin.55_01770,PF00462,Glutaredoxin,IPR002109,Glutaredoxin,GO:0097573,NODE_109907_length_4133_cov_16.248651_4,0.00606508,29.68376068,351,0.007416446,0.005885294,-0.229617452
bin_87,Kiloniellales,bin.87_01869,PF00171,Aldehyde dehydrogenase family,IPR015590,Aldehyde dehydrogenase domain,GO:0016491,NODE_94507_length_4519_cov_8.828181_4,0.005988524,30.53597848,1487,0.007416446,0.005885294,-0.242625468
bin_55,Rhodothermales,bin.55_03902,PF02566,OsmC-like protein,IPR003718,OsmC/Ohr family,-,NODE_384155_length_1965_cov_42.616754_2,0.005965725,36.77697842,417,0.007416446,0.005885294,-0.246499361
bin_219,Bipolaricaulia,bin.219_00250,PF01699,Sodium/calcium exchanger protein,IPR004837,Sodium/calcium exchanger membrane region,GO:0016021|GO:0055085,NODE_2_length_186248_cov_25.192405_5,0.00592522,113.905506,1344,0.007416446,0.005885294,-0.253381769
bin_219,Bipolaricaulia,bin.219_00250,PF01699,Sodium/calcium exchanger protein,IPR004837,Sodium/calcium exchanger membrane region,GO:0016021|GO:0055085,NODE_2_length_186248_cov_25.192405_5,0.00592522,113.905506,1344,0.007416446,0.005885294,-0.253381769
bin_156,Halobacteriales,bin.156_01263,PF04055,Radical SAM superfamily,IPR007197,Radical SAM,GO:0003824|GO:0051536,NODE_22013_length_11233_cov_21.347468_5,0.005825893,62.56973294,1011,0.007416446,0.005885294,-0.27025892
bin_156,Halobacteriales,bin.156_01263,PF06463,Molybdenum Cofactor Synthesis C,IPR010505,Molybdenum cofactor synthesis C-terminal,GO:0006777|GO:0019008|GO:0051539,NODE_22013_length_11233_cov_21.347468_5,0.005825893,62.56973294,1011,0.007416446,0.005885294,-0.27025892
bin_156,Halobacteriales,bin.156_01263,PF13394,4Fe-4S single cluster domain,-,-,,NODE_22013_length_11233_cov_21.347468_5,0.005825893,62.56973294,1011,0.007416446,0.005885294,-0.27025892
bin_85,Halobacteriales,bin.85_01032,PF13561,Enoyl-(Acyl carrier protein) reductase,-,-,,NODE_123751_length_3851_cov_257.148577_1,0.005824763,287.4962121,792,0.007416446,0.005885294,-0.270450924
bin_53,Paceibacteria,bin.53_01489,PF01625,Peptide methionine sulfoxide reductase,IPR002569,Peptide methionine sulphoxide reductase MsrA,GO:0008113,NODE_276579_length_2388_cov_5.228033_2,0.005736033,13.87249284,698,0.007416446,0.005885294,-0.285527486
bin_55,Rhodothermales,bin.55_01519,PF01176,Translation initiation factor 1A / IF-1,IPR006196,"RNA-binding domain, S1, IF1 type",GO:0003723|GO:0003743|GO:0006413,NODE_86326_length_4766_cov_31.889620_7,0.005666631,48.94144144,222,0.007416446,0.005885294,-0.297319929
bin_55,Rhodothermales,bin.55_01164,PF00857,Isochorismatase family,IPR000868,Isochorismatase-like,-,NODE_60684_length_5879_cov_25.846154_5,0.005624266,39.43993232,591,0.007416446,0.005885294,-0.30451838
bin_55,Rhodothermales,bin.55_00299,PF01022,"Bacterial regulatory protein, arsR family",IPR001845,HTH ArsR-type DNA-binding domain,GO:0003700|GO:0006355,NODE_12039_length_16630_cov_18.695505_12,0.005412021,63.22666667,300,0.007416446,0.005885294,-0.340581997
bin_85,Halobacteriales,bin.85_01187,PF01157,Ribosomal protein L21e,IPR001147,Ribosomal protein L21e,GO:0003735|GO:0005840|GO:0006412,NODE_163485_length_3265_cov_174.080374_3,0.005380362,308.5416667,288,0.007416446,0.005885294,-0.345961337
bin_202,Bradymonadales,bin.202_03793,PF00296,Luciferase-like monooxygenase,IPR011251,Luciferase-like domain,GO:0016705,NODE_249603_length_2538_cov_5.461538_1,0.005341522,20.42666667,1350,0.007416446,0.005885294,-0.352560837
bin_87,Kiloniellales,bin.87_00349,PF00126,"Bacterial regulatory helix-turn-helix protein, lysR family",IPR000847,"Transcription regulator HTH, LysR",GO:0003700|GO:0006355,NODE_18273_length_12687_cov_8.742875_4,0.005247594,22.24013529,887,0.007416446,0.005885294,-0.368520617
bin_87,Kiloniellales,bin.87_00349,PF03466,LysR substrate binding domain,IPR005119,"LysR, substrate-binding",-,NODE_18273_length_12687_cov_8.742875_4,0.005247594,22.24013529,887,0.007416446,0.005885294,-0.368520617
bin_191,Gammaproteobacteria,bin.191_00265,PF00107,Zinc-binding dehydrogenase,IPR013149,"Alcohol dehydrogenase, C-terminal",-,NODE_14286_length_14908_cov_8.753854_11,0.005199815,30.75775862,1160,0.007416446,0.005885294,-0.376638987
bin_191,Gammaproteobacteria,bin.191_00265,PF08240,Alcohol dehydrogenase GroES-like domain,IPR013154,"Alcohol dehydrogenase, N-terminal",-,NODE_14286_length_14908_cov_8.753854_11,0.005199815,30.75775862,1160,0.007416446,0.005885294,-0.376638987
bin_18,Pseudomonadales,bin.18_01240,PF00005,ABC transporter,IPR003439,ABC transporter-like,GO:0005524,NODE_32_length_25302_cov_8.536531_14,0.005195246,27.97385621,765,0.007416446,0.005885294,-0.377415329
bin_55,Rhodothermales,bin.55_00752,PF06745,KaiC,IPR014774,KaiC-like domain,-,NODE_36009_length_8133_cov_14.875217_9,0.005119257,33.592,750,0.007416446,0.005885294,-0.390327003
bin_87,Kiloniellales,bin.87_00142,PF13669,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,-,-,,NODE_13001_length_15853_cov_10.580643_5,0.005011279,21.90617284,405,0.007416446,0.005885294,-0.408674089
bin_114,Thiohalorhabdales,bin.114_00566,PF14489,QueF-like protein,IPR029500,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,GO:0008616|GO:0033739,NODE_39884_length_7627_cov_6.690306_6,0.004976499,18.55053763,465,0.007416446,0.005885294,-0.414583734
bin_16,Rhodothermales,bin.16_01402,PF13370,4Fe-4S single cluster domain of Ferredoxin I,-,-,,NODE_60029_length_5918_cov_17.984991_2,0.00496518,33.71084337,249,0.007416446,0.005885294,-0.416507002
bin_185,Bradymonadales,bin.185_03035,PF00160,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,IPR002130,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,GO:0000413|GO:0003755,NODE_1048_length_1576_cov_2.323549_2,0.004877717,15.45960503,557,0.007416446,0.005885294,-0.431368281
bin_54,Nanosalinales,bin.54_00843,PF00428,60s Acidic ribosomal protein,-,-,,NODE_214966_length_2774_cov_7.659434_4,0.004869198,21.40993789,322,0.007416446,0.005885294,-0.432815787
bin_55,Rhodothermales,bin.55_01340,PF07883,Cupin domain,IPR013096,"Cupin 2, conserved barrel",-,NODE_74350_length_5209_cov_26.151533_4,0.004864508,25.57916667,480,0.007416446,0.005885294,-0.433612689
bin_219,Bipolaricaulia,bin.219_00903,PF12769,"4TM region of pyridine nucleotide transhydrogenase, mitoch",IPR024605,"NAD(P) transhydrogenase, alpha subunit, C-terminal",-,NODE_5_length_143169_cov_21.515473_132,0.004830188,88.48028674,279,0.007416446,0.005885294,-0.439444173
